"Subject"	"Script"	"Condition"	"Gender"	"Sex"	"Race"	"Subset"	"mapping"	"laptop"	"Date"	"Time"	"Block"	"Trial"	"TrialType"	"CueType"	"ProbeType"	"BlackPrime"	"BlackTarget"	"GunTarget"	"WhitePrime"	"ToolTarget"	"Probe.ACC"	"Probe.RT"	"feedbackmask"	"Note"	"CueClass"	"ProbeClass"	"Probe"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"1"	"WhiteBlack"	"whiteface1.bmp"	"BlackFace1.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"NULL"	"whiteface1.bmp"	"NULL"	1	350	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"2"	"WhiteGun"	"whiteface2.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface2.bmp"	"NULL"	1	403	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"3"	"BlackGun"	"BlackFace4.bmp"	"WEAPON4dk.bmp"	"BlackFace4.bmp"	"BlackFace2.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	0	238	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"4"	"WhiteGun"	"whiteface3.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	"WEAPON3dk.bmp"	"whiteface3.bmp"	"NULL"	1	467	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"5"	"WhiteGun"	"whiteface4.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	"WEAPON2dk.bmp"	"whiteface4.bmp"	"NULL"	1	486	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"6"	"WhiteBlack"	"whiteface2.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"BlackFace4.bmp"	"NULL"	"whiteface2.bmp"	"NULL"	1	469	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"7"	"BlackGun"	"BlackFace2.bmp"	"WEAPON3dk.bmp"	"BlackFace2.bmp"	"BlackFace3.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	1	489	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"8"	"WhiteGun"	"whiteface4.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface4.bmp"	"NULL"	1	444	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"9"	"BlackGun"	"BlackFace1.bmp"	"WEAPON4dk.bmp"	"BlackFace1.bmp"	"BlackFace2.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	1	476	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"10"	"BlackGun"	"BlackFace2.bmp"	"WEAPON2dk.bmp"	"BlackFace2.bmp"	"BlackFace4.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	1	430	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"11"	"WhiteBlack"	"whiteface1.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"NULL"	"whiteface1.bmp"	"NULL"	1	558	"slow"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"12"	"BlackBlack"	"BlackFace3.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"NULL"	"NULL"	"NULL"	0	433	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"13"	"WhiteBlack"	"whiteface3.bmp"	"BlackFace3.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"NULL"	"whiteface3.bmp"	"NULL"	0	581	"slow"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"14"	"WhiteGun"	"whiteface2.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	"WEAPON3dk.bmp"	"whiteface2.bmp"	"NULL"	1	436	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"15"	"WhiteBlack"	"whiteface1.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"BlackFace4.bmp"	"NULL"	"whiteface1.bmp"	"NULL"	1	513	"slow"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"16"	"WhiteBlack"	"whiteface3.bmp"	"BlackFace1.bmp"	"BlackFace2.bmp"	"BlackFace1.bmp"	"NULL"	"whiteface3.bmp"	"NULL"	0	217	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"17"	"BlackGun"	"BlackFace3.bmp"	"WEAPON2dk.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	0	207	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"18"	"BlackBlack"	"BlackFace2.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"BlackFace3.bmp"	"NULL"	"NULL"	"NULL"	0	0	"slow"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"19"	"BlackBlack"	"BlackFace2.bmp"	"BlackFace1.bmp"	"BlackFace2.bmp"	"BlackFace1.bmp"	"NULL"	"NULL"	"NULL"	1	317	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"20"	"WhiteBlack"	"whiteface4.bmp"	"BlackFace2.bmp"	"BlackFace4.bmp"	"BlackFace2.bmp"	"NULL"	"whiteface4.bmp"	"NULL"	1	289	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"21"	"BlackBlack"	"BlackFace1.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"NULL"	"NULL"	"NULL"	1	255	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"22"	"WhiteGun"	"whiteface2.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface2.bmp"	"NULL"	0	301	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"23"	"WhiteGun"	"whiteface3.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	"WEAPON4dk.bmp"	"whiteface3.bmp"	"NULL"	0	367	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"24"	"WhiteBlack"	"whiteface4.bmp"	"BlackFace2.bmp"	"BlackFace1.bmp"	"BlackFace2.bmp"	"NULL"	"whiteface4.bmp"	"NULL"	0	443	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"25"	"WhiteBlack"	"whiteface1.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"NULL"	"whiteface1.bmp"	"NULL"	0	516	"slow"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"26"	"WhiteBlack"	"whiteface3.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"BlackFace4.bmp"	"NULL"	"whiteface3.bmp"	"NULL"	1	367	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"27"	"BlackBlack"	"BlackFace1.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"BlackFace4.bmp"	"NULL"	"NULL"	"NULL"	1	324	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"28"	"WhiteGun"	"whiteface2.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	"WEAPON4dk.bmp"	"whiteface2.bmp"	"NULL"	1	264	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"29"	"WhiteGun"	"whiteface4.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	"WEAPON2dk.bmp"	"whiteface4.bmp"	"NULL"	1	334	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"30"	"WhiteGun"	"whiteface1.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	"WEAPON3dk.bmp"	"whiteface1.bmp"	"NULL"	0	349	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"31"	"BlackGun"	"BlackFace4.bmp"	"WEAPON1dk.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	0	335	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"32"	"BlackBlack"	"BlackFace3.bmp"	"BlackFace2.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"NULL"	"NULL"	"NULL"	1	415	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"33"	"BlackGun"	"BlackFace2.bmp"	"WEAPON2dk.bmp"	"BlackFace2.bmp"	"BlackFace4.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	1	516	"slow"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"34"	"BlackBlack"	"BlackFace4.bmp"	"BlackFace1.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"NULL"	"NULL"	"NULL"	1	342	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"35"	"WhiteGun"	"whiteface4.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface4.bmp"	"NULL"	1	301	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"36"	"BlackGun"	"BlackFace4.bmp"	"WEAPON4dk.bmp"	"BlackFace4.bmp"	"BlackFace2.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	1	431	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"37"	"WhiteBlack"	"whiteface1.bmp"	"BlackFace3.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"NULL"	"whiteface1.bmp"	"NULL"	1	318	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"38"	"BlackGun"	"BlackFace1.bmp"	"WEAPON3dk.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	1	381	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"39"	"WhiteBlack"	"whiteface2.bmp"	"BlackFace1.bmp"	"BlackFace2.bmp"	"BlackFace1.bmp"	"NULL"	"whiteface2.bmp"	"NULL"	1	523	"slow"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"40"	"BlackBlack"	"BlackFace3.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"NULL"	"NULL"	"NULL"	1	371	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"41"	"BlackBlack"	"BlackFace3.bmp"	"BlackFace2.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"NULL"	"NULL"	"NULL"	1	296	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"42"	"BlackBlack"	"BlackFace1.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"BlackFace4.bmp"	"NULL"	"NULL"	"NULL"	1	380	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"43"	"BlackBlack"	"BlackFace3.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"BlackFace4.bmp"	"NULL"	"NULL"	"NULL"	1	381	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"44"	"WhiteGun"	"whiteface3.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface3.bmp"	"NULL"	1	278	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"45"	"BlackBlack"	"BlackFace2.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"BlackFace3.bmp"	"NULL"	"NULL"	"NULL"	1	344	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"46"	"WhiteGun"	"whiteface1.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	"WEAPON2dk.bmp"	"whiteface1.bmp"	"NULL"	1	332	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"47"	"BlackGun"	"BlackFace4.bmp"	"WEAPON3dk.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	1	409	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"48"	"WhiteBlack"	"whiteface4.bmp"	"BlackFace2.bmp"	"BlackFace1.bmp"	"BlackFace2.bmp"	"NULL"	"whiteface4.bmp"	"NULL"	1	270	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"49"	"BlackBlack"	"BlackFace2.bmp"	"BlackFace4.bmp"	"BlackFace2.bmp"	"BlackFace4.bmp"	"NULL"	"NULL"	"NULL"	1	280	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"50"	"BlackGun"	"BlackFace4.bmp"	"WEAPON4dk.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	1	359	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"51"	"WhiteBlack"	"whiteface3.bmp"	"BlackFace2.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"NULL"	"whiteface3.bmp"	"NULL"	1	391	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"52"	"BlackBlack"	"BlackFace1.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"NULL"	"NULL"	"NULL"	1	287	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"53"	"BlackBlack"	"BlackFace4.bmp"	"BlackFace3.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"NULL"	"NULL"	"NULL"	1	312	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"54"	"BlackGun"	"BlackFace1.bmp"	"WEAPON4dk.bmp"	"BlackFace1.bmp"	"BlackFace2.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	1	237	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"55"	"BlackGun"	"BlackFace2.bmp"	"WEAPON2dk.bmp"	"BlackFace2.bmp"	"BlackFace4.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	1	361	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"56"	"BlackGun"	"BlackFace2.bmp"	"WEAPON3dk.bmp"	"BlackFace2.bmp"	"BlackFace1.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	0	330	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"57"	"BlackGun"	"BlackFace3.bmp"	"WEAPON1dk.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	1	362	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"58"	"WhiteBlack"	"whiteface2.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"BlackFace3.bmp"	"NULL"	"whiteface2.bmp"	"NULL"	1	382	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"59"	"WhiteGun"	"whiteface4.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface4.bmp"	"NULL"	1	422	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"60"	"WhiteGun"	"whiteface3.bmp"	"WEAPON4dk.bmp"	"NULL"	"NULL"	"WEAPON4dk.bmp"	"whiteface3.bmp"	"NULL"	1	252	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"62"	"WhiteGun"	"whiteface2.bmp"	"WEAPON2dk.bmp"	"NULL"	"NULL"	"WEAPON2dk.bmp"	"whiteface2.bmp"	"NULL"	1	472	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"63"	"WhiteGun"	"whiteface1.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	"WEAPON3dk.bmp"	"whiteface1.bmp"	"NULL"	1	435	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"64"	"WhiteBlack"	"whiteface2.bmp"	"BlackFace4.bmp"	"BlackFace3.bmp"	"BlackFace4.bmp"	"NULL"	"whiteface2.bmp"	"NULL"	1	311	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"65"	"BlackBlack"	"BlackFace4.bmp"	"BlackFace2.bmp"	"BlackFace4.bmp"	"BlackFace2.bmp"	"NULL"	"NULL"	"NULL"	1	322	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"66"	"BlackBlack"	"BlackFace1.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"BlackFace4.bmp"	"NULL"	"NULL"	"NULL"	1	257	"fast"	NA	"Black"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"67"	"WhiteBlack"	"whiteface4.bmp"	"BlackFace1.bmp"	"BlackFace3.bmp"	"BlackFace1.bmp"	"NULL"	"whiteface4.bmp"	"NULL"	1	336	"fast"	NA	"white"	"Blac"	"Other"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"68"	"WhiteGun"	"whiteface3.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface3.bmp"	"NULL"	1	300	"fast"	NA	"white"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"69"	"BlackGun"	"BlackFace3.bmp"	"WEAPON3dk.bmp"	"BlackFace3.bmp"	"BlackFace2.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	1	338	"fast"	NA	"Black"	"WEAP"	"Gun"
"1"	"Scherer_2015_BG"	"BlackGun"	"2"	"F"	"1"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"8:10:20"	"RunProc"	"70"	"WhiteBlack"	"whiteface1.bmp"	"BlackFace1.bmp"	"BlackFace4.bmp"	"BlackFace1.bmp"	"NULL"	"whiteface1.bmp"	"NULL"	1	344	"fast"	NA	"white"	"Blac"	"Other"
