"Subject"	"Script"	"Condition"	"Gender"	"Sex"	"Race"	"Subset"	"mapping"	"laptop"	"Date"	"Time"	"Block"	"Trial"	"TrialType"	"CueType"	"ProbeType"	"BlackPrime"	"BlackTarget"	"GunTarget"	"WhitePrime"	"ToolTarget"	"Probe.ACC"	"Probe.RT"	"feedbackmask"	"Note"	"CueClass"	"ProbeClass"	"Probe"
"20"	"Scherer_2015_GT"	"GunTool"	"NULL"	"F"	"NULL"	"Inconvenience"	"RightGun"	"heavy"	"5/8/2015"	"12:13:34"	"RunProc"	"116"	"WhiteTool"	"whiteface1.bmp"	"TOOL3.bmp"	"NULL"	"NULL"	"NULL"	"whiteface1.bmp"	"TOOL3.bmp"	1	372	"fast"	NA	"white"	"TOOL"	"Other"
"20"	"Scherer_2015_GT"	"GunTool"	"NULL"	"F"	"NULL"	"Inconvenience"	"RightGun"	"heavy"	"5/8/2015"	"12:13:34"	"RunProc"	"117"	"BlackTool"	"BlackFace1.bmp"	"TOOL2.bmp"	"BlackFace1.bmp"	"NULL"	"NULL"	"NULL"	"TOOL2.bmp"	1	429	"fast"	NA	"Black"	"TOOL"	"Other"
"20"	"Scherer_2015_GT"	"GunTool"	"NULL"	"F"	"NULL"	"Inconvenience"	"RightGun"	"heavy"	"5/8/2015"	"12:13:34"	"RunProc"	"118"	"WhiteGun"	"whiteface3.bmp"	"WEAPON3dk.bmp"	"NULL"	"NULL"	"WEAPON3dk.bmp"	"whiteface3.bmp"	"NULL"	1	425	"fast"	NA	"white"	"WEAP"	"Gun"
"20"	"Scherer_2015_GT"	"GunTool"	"NULL"	"F"	"NULL"	"Inconvenience"	"RightGun"	"heavy"	"5/8/2015"	"12:13:34"	"RunProc"	"119"	"WhiteTool"	"whiteface1.bmp"	"TOOL4.bmp"	"NULL"	"NULL"	"NULL"	"whiteface1.bmp"	"TOOL4.bmp"	1	400	"fast"	NA	"white"	"TOOL"	"Other"
"20"	"Scherer_2015_GT"	"GunTool"	"NULL"	"F"	"NULL"	"Inconvenience"	"RightGun"	"heavy"	"5/8/2015"	"12:13:34"	"RunProc"	"120"	"WhiteTool"	"whiteface2.bmp"	"TOOL1.bmp"	"NULL"	"NULL"	"NULL"	"whiteface2.bmp"	"TOOL1.bmp"	0	404	"fast"	NA	"white"	"TOOL"	"Other"
"20"	"Scherer_2015_GT"	"GunTool"	"NULL"	"F"	"NULL"	"Inconvenience"	"RightGun"	"heavy"	"5/8/2015"	"12:13:34"	"RunProc"	"121"	"WhiteGun"	"whiteface4.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface4.bmp"	"NULL"	1	361	"fast"	NA	"white"	"WEAP"	"Gun"
"21"	"Scherer_2015_GT"	"GunTool"	"NULL"	"M"	"NULL"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"12:54:19"	"RunProc"	"1"	"BlackTool"	"BlackFace2.bmp"	"TOOL1.bmp"	"BlackFace2.bmp"	"NULL"	"NULL"	"NULL"	"TOOL1.bmp"	0	360	"fast"	NA	"Black"	"TOOL"	"Other"
"21"	"Scherer_2015_GT"	"GunTool"	"NULL"	"M"	"NULL"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"12:54:19"	"RunProc"	"2"	"BlackGun"	"BlackFace4.bmp"	"WEAPON4dk.bmp"	"BlackFace4.bmp"	"NULL"	"WEAPON4dk.bmp"	"NULL"	"NULL"	1	306	"fast"	NA	"Black"	"WEAP"	"Gun"
"21"	"Scherer_2015_GT"	"GunTool"	"NULL"	"M"	"NULL"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"12:54:19"	"RunProc"	"3"	"WhiteTool"	"whiteface4.bmp"	"TOOL4.bmp"	"NULL"	"NULL"	"NULL"	"whiteface4.bmp"	"TOOL4.bmp"	1	292	"fast"	NA	"white"	"TOOL"	"Other"
"21"	"Scherer_2015_GT"	"GunTool"	"NULL"	"M"	"NULL"	"Inconvenience"	"LeftGun"	"heavy"	"5/8/2015"	"12:54:19"	"RunProc"	"4"	"WhiteGun"	"whiteface2.bmp"	"WEAPON1dk.bmp"	"NULL"	"NULL"	"WEAPON1dk.bmp"	"whiteface2.bmp"	"NULL"	1	366	"fast"	NA	"white"	"WEAP"	"Gun"
